,Plot,Genre
79,"A couple of bunglers (Jimmy Durante and Jack Pearl) are abandoned in the jungles of Africa by Baron Munchausen. A rescue team mistake Pearl for the missing Baron, and take the two of them back to America where they receive a hero's welcome.
The phony Baron is invited to speak at Cuddle College, run by Dean Primrose (Edna May Oliver). There he falls for Zasu Pitts and meets three crazy janitors (The Three Stooges), and faces exposure as a fraud.",comedy
80,"After serving time in gaol, Lebanese Australian John Morkos returns home. He finds work as a cleaner at a boxing gym, owned by an Aboriginal man. John also meets and begins a relationship with Sydney, an Anglo Australian after saving her from being assaulted by two men. John soon finds that his younger brother, Charlie, has been involved in fights between his Lebanese friends and the white students at school. Fearing that Charlie is going down the path he has been on, John tries to talk some sense into Charlie.
Charlie ignores John's warnings and with his friend Zeus start selling methamphetamines for Ibo, the local drug kingpin. Not long after that, another one of Charlie's friends, Tom, punches a stranger in the head, after playing and losing an arcade game to him. The stranger's friend gets involved in the fight and later on Tom's friends join in. The stranger's friend holds Zeus in a headlock during the fight and while doing so Tom stabs him with a knife and ends up in jail. Meanwhile, John and Sydney's relationship blossoms. At school, tensions between the Lebanese and Anglo boys increase. The Anglos, led by Scott, gang-bash one of the Lebanese boys, breaking his jaw and nose. The rest of the Lebanese boys decide to take revenge on Scott but are persuaded by John not to do anything.
Meanwhile, the relationship between John and Sydney blossoms but ends when Sydney's racist mother threatens to kick her out of the house if she doesn't stop seeing John. The two had a fight with John unwilling to tell Sydney of his past life. The couple soon make up after realising they both made a mistake. John also finds Charlie's stash of drugs and flushes it down the toilet. At a nightclub, Zeus starts a fight with Scott, punches him in the head and ends up shooting and killing him despite Charlie's attempts to dissuade him. Zeus is arrested by the police. Unable to come up with the drug money for Ibo, a drive-by shooting is carried out on the Morkos home by Ibo. John turns to the owner of the boxing gym for the money which he delivers to Ibo, but Charlie is murdered by Ibo with a shotgun when walking home from school. John avenges Charlie's death by savagely beating Ibo, and in the process, nearly killing him. John decides to leave Ibo's fate to Ibo's neighbours, who also hate the drug dealer, and returns home to his family and a pregnant Sydney.",drama
81,"Set and filmed on location in the tenement section of New York's Lower East Side, the film tells the story of a young boy, Tommy Woodry (Bobby Driscoll), who has a habit of crying wolf. Late one night, he climbs up the building fire escape and sees his two seemingly normal neighbors, Mr. and Mrs. Kellerson (Paul Stewart and Ruth Roman), murder a drunken sailor in their apartment. No one – neither the boy's parents nor the police – believes young Tommy when he tells them what he has seen, since they all assume that this is just another of the boy's tall tales.
When Mrs. Woodry (Barbara Hale) takes Tommy to apologize to the Kellersons, he refuses and they become suspicious of him. When Mrs. Woodry leaves to care for a sick relative and Mr. Woodry is away at his night job, the murderous neighbors plan to kill Tommy, who has been locked in his room by his father to prevent further escapades. Under the pretense of going to the police, the Kellersons take Tommy to a dark alley, where they try to kill him. Tommy escapes, but the pair quickly recaptures him, taking him back to their apartment in a taxi. Tommy screams at a policeman for help, but the officer remembers Tommy as the boy who came to the station earlier and failed to convince the police. The Kellersons fool the cab driver by posing as Tommy's parents. Mr. Woodry returns from work to find Tommy missing. Mr. Woodry then asks a police officer for help.
Meanwhile, the Kellersons have Tommy secured in their apartment. Tommy escapes, climbs onto the roof and is pursued by Mr. Kellerson, but Mrs. Kellerson has a change of heart about killing Tommy. The police officer suggests that Tommy went to see his mother, and he and Mr. Woodry leave the tenement. Tommy sees his father leave in his car and shouts for him, the sound of which alerts Mr. Kellerson to Tommy's location. The chase resumes with Tommy finding the body of the dead sailor. The upper building starts to collapse. As Mr. Kellerson is about to grab Tommy, Tommy pulls a rafter aside and Kellerson falls before the rafter collapses and kills him. This time, Tommy screams loud enough for neighbors to hear and they call the police. The boy is rescued and his parents are proud of him.",drama
82,"Penniless Lord Whitebait (Naunton Wayne) plans to save his dwindling fortunes by opening his stately home Whitebait Manor, to the public. But public interest proves minimal, and with rapidly mounting debts and the spiralling costs of his daughter’s upcoming wedding threatening to ruin him, Whitebait is forced to take desperate measures. He and his servant Spankforth (Charles Heslop) plot to stage the theft of a valuable painting from Whitebait Manor, and they are aided in their scheme by Wilfred Sapling (Brian Rix), a plumber.",comedy
83,"Teja (Rahman (actor)) lives with his family, wife-Sita, brother-Shanker (Dharmendra), and a son-Sunder (Randhir Kapoor). The family live happily. Things take a turn for the worse, after death of Sita. Teja wants to re-marry, and he does so. Now his new wife is Sonia (Sonia Sahni), who comes to live with him at his palatial home with her brother, Laxmidas (Jeevan (actor)). They have a devious agenda of taking over Teja's property. Soon after marriage, misunderstandings arise, and Shanker is asked to leave the house. These misunderstandings involve Sunder, who also is asked to leave the house by Teja. He thinks that his brother and son are conspiring against his newly-wedded wife Soniya. after some years, Sunder has grown up to be a conman, and Shanker became a black-marketeer. Both chacha Shankar and bhatija Sunder meet without knowing each other's identity, and a confrontation takes place. When they realize they are relatives, they decide to expose Sonia, and open Teja's eyes, who is completely blinded by Sonia's love, and will not let anyone to come between them.",drama
84,"Gandhi My Father paints the picture of Gandhi's intricate, complex and strained relationship with his son Harilal Gandhi. From the onset, the two had dreams in opposite directions. Harilal's ambition was to study abroad and become a barrister like his father, while Gandhi hoped that his son would join him and fight for his ideals and causes in India.
When Gandhi does not give Harilal the opportunity to study abroad, it comes as a blow to Harilal. He decides to abandon his father’s vision and leaves South Africa for India where he joins his wife Gulab (Bhumika Chawla) and children. He goes back to further his education to earn his diploma but continuously fails and ends in financial ruins. Various plans and schemes decided by him to make money fail, leaving the family in poverty. Sick of his failure, Gulab returns to her parent’s house with the children, where she eventually dies from the flu epidemic. Distraught, Harilal turns to alcohol for solace and converts to Islam, only to re-convert to a different sect of Hinduism later on. With political tension heating up, the rift between Gandhi and his eldest son grows until it is beyond repair. Harilal finds it unbearable to live in the enormous shadow of his father. Gandhi is assassinated before the two can reconcile and Harilal attends his father's funeral virtually as a stranger, almost unrecognizable to those around him. A short while later, he passes away, alone and in poverty, having failed to find his own identity.",drama
85,"In Pontus, the land of the Amazons, the gender roles and natures are completely reversed. Women are the strong sex, thanks to the sacred girdle of the goddess Diana (Roman names are used). It is in the care of queen Hippolyta and her sister Antiope (in the 1932 production played by Katharine Hepburn), the commander of the female armed forces. The men stay at home and take care of the children. Only Sapiens, the new husband of queen Hippolyta, advocates men's rights.
Just like the relationships are reversed, so too are the Greeks for the Amazons a legendary race that probably doesn't exist, instead of the other way around. This is about to change when two Greeks come to court to announce that Hercules needs to get the girdle of Diana to complete his twelve labours. In reality, Hercules may not be much of a threat, but his friend Theseus certainly is. Meanwhile, Sapiens, using his male wiles, is secretly trying to wreck the Amazon's defense from within. Eventually he manages to capture Hercules, and let him escape with the girdle. Without it, the Amazons lose the battle and the gender dynamic shifts to roles matching the social mores of the 1930s.",comedy
86,"The film is a science fiction mockumentary set in an alternate timeline where in the 1950s, human females began reproducing by parthenogenesis. Nine months after a near-Earth object almost hit Earth in 1952, the first fatherless baby is born. Sexual reproduction became rarer and rarer, and the babies born by way of parthenogenesis were all female, so that by the 2010s (when the mock documentary is filmed), the youngest male human on Earth is 37 years old; he is the ostensible subject of the mock documentary.[3][4]",comedy
87,"Gangster Lee Lother (Sidney Blackmer) is shot and killed during an ocean liner cruise, and we're introduced in flashback to the interwoven stories and characters of the suspects: con-man and jewel-thief Jimmy Brett and his accomplice, a wife who bids goodbye to her husband without realizing he'll stowaway to spy on her, the star of the ship's entertainment revue and her brother with gambling debts, and the Inspector who interrupts his vacation to solve the case.
The film's many musical numbers include a Busby Berkeley-like number with chorus girls in geometric patterns filmed from overhead. A song performed by The Boswell Sisters titled ""Rock and Roll"", written by Richard A. Whiting and Sidney Clare, is sometimes credited as the first use of that term in a popular song,[1] although in this case the lyrics referred to the motion of the ocean.[2]",comedy
88,"Hugo Dugay (Alyssa Milano) runs a small company, Hugo Pool, that cleans swimming pools in Los Angeles. The film covers one day in her life, during which she must clean many pools in the midst of a drought that interferes with her usual water supply. In addition to dealing with several eccentric customers, including mobster Chick Chicalini (Richard Lewis) and filmmaker Franz Mazur (Robert Downey Jr.), Hugo must care for her needy parents Minerva (Cathy Moriarty) and Henry (Malcolm McDowell). Also, Hugo may be falling in love with Floyd Gaylen (Patrick Dempsey), a customer of hers who has ALS.",comedy
89,"Errol Flynn stars as Dr. Newell Paige, a surgeon whose refusal to name the real culprit in an operation gone fatally awry results in the ruin of his career. Dismissed from the hospital staff, Paige leaves Massachusetts and travels to Montana to assist a researcher in Rocky Mountain spotted fever, almost dying when he subjects himself to an experimental serum. Anita Louise stars as Phyllis Dexter, his eventual love interest, and Cedric Hardwicke as Dean Harcourt, an Anglican clergyman and radio preacher whose advice Dr. Paige at first dismisses, then later realizes is the truth. The film ends with Paige, returned to his former post and cleared of all charges, and Phyllis seated in the cathedral, listening to Dean Harcourt quoting a Psalm, followed by the St. Luke choristers' amen.",drama
90,"Robin of Locksley (Cary Elwes) is captured during the Crusades and is imprisoned at Khalil Prison in Jerusalem. With the help of fellow inmate Asneeze (Isaac Hayes), who was arrested for jaywalking, he escapes and frees the other inmates. Robin is asked by Asneeze to find his son, Ahchoo (Dave Chappelle, in his first major professional role). Upon returning to England, he finds Ahchoo and discovers that Prince John (Richard Lewis) has assumed control while King Richard is away fighting in the Crusades. Unbeknownst to Richard, the prince is abusing his power. Robin returns to his family home, Loxley Hall, only to find it being repossessed by John's men. His family's blind servant, Blinkin (Mark Blankfield), informs Robin that his family members and pets have all died as well, and the only thing his father left him is a key which opens ""the greatest treasure in all the land.""
Robin recruits the large and ignorant Little John (Eric Allan Kramer), and his friend Will Scarlet O'Hara (Matthew Porretta), to help regain his father's land and oust Prince John from the throne. On his quest, Robin also attracts the attention of Maid Marian (Amy Yasbeck) of Bagelle, who wants to find the man who has the key to her heart (and Everlast chastity belt). They are also joined by Rabbi Tuckman (Mel Brooks), who shares with them his sacramental wine and bargain circumcisions. While Robin is training his band of tights-clad Merry Men, the spoonerism-spouting Sheriff of Rottingham (Roger Rees), hires the Mafioso Don Giovanni (Dom DeLuise, parodying Marlon Brando's performance of Vito Corleone in The Godfather) to assassinate Robin at the Spring Festival (with archery tournament), spoofing a similarly outlandish plot twist from the Costner movie involving Scottish mercenaries. The archer who will carry out the assassination is a parody of Clint Eastwood's Man with No Name character. Maid Marian hears of the evil plot, and sneaks out of her castle to warn Robin, accompanied by her frumpy German Lady-in-Waiting Broomhilde (Megan Cavanagh). The Sheriff and Don expect that Robin will not refuse a chance to participate in the archery tournament due to his pride, and Robin does just that.
At the archery tournament, a disguised Robin makes it to the final round, where he makes his shot but loses to his opponent. Robin calls this situation absurd, takes off his disguise and pulls out a copy of the movie's script to discover that he gets another shot. The Sheriff and Prince John then pull out their own copies and confirm this (much to their annoyance). Giovanni's assassin attempts to kill Robin by shooting at him with a scoped crossbow, but Blinkin catches the arrow in midair. Robin then takes the second shot, this time using a special ""PATRIOT arrow"" and hits the target. After winning the tournament, Robin is arrested. Before Robin is taken away, Marian promises to do the most disgusting thing she can think of in exchange for Robin's safety: marry the Sheriff.
Several hours later, the ceremony commences with the opening prayer in ""The New Latin"" (Pig Latin). The Abbot (Dick Van Patten) quickly and discreetly reveals the Sheriff's unimposing first name, Mervyn. Before Marian can say ""I do"", the castle is attacked by the Men in Tights, led by Little John, Ahchoo, Blinkin, and Will. They quickly free Robin and a battle ensues. Marian is carried off to the tower by the Sheriff, who wants to deflower her but cannot get around the chastity belt without some uncomfortable chafing.
Robin arrives and begins to duel the sheriff, during which Robin's key falls into the lock of Marian's chastity belt, and Robin realises it really is the key to ""the greatest treasure in all the land."" After winning the fight Robin spares the sheriff's life only to miss his sheath and accidentally run the sheriff through. The witch Latrine (Tracey Ullman), Prince John's full-time cook and part-time adviser, saves him by giving him a magical lifesaver in exchange for agreeing to marry her. Before Robin and Marian can ""celebrate"" in her bedroom, Broomhilde arrives, insisting they get married first. Rabbi Tuckman conducts the ceremony, but they are suddenly interrupted by King Richard (Patrick Stewart), recently returned from the Crusades, who insists on sanctioning the marriage with a kiss to the new bride. He orders John to be taken away to the Tower of London and made part of the tour. He also announces that, as the Prince has surrounded his given name with a foul stench, all the toilets in the kingdom are to be renamed ""johns"".
All being as it should be, Robin and Marian are married and Ahchoo is made the new sheriff of Rottingham. When the crowd expresses its disbelief at a black sheriff, Ahchoo reminds them that ""it worked in Blazing Saddles"". When the night comes, Robin and Maid Marian attempt to open the chastity belt only to realise her lock will not open with his key (to her fury and dismay). The film ends with Robin calling for a locksmith.",comedy
91,Adventurous hitchhikers decide to accept every ride they are offered and end up with more than they bargained for.,drama
92,"Hong Yunsheng is a jobless wanderer in Fujian. Attempting to find a better life in the United States, he enters the country as an undocumented worker. While there, however, his American dream quickly falls apart when he and his boss's daughter have a child. He was then told not to visit his son and he is made to sign a paper which is like a contract. He violates that by continuing to visit his son. Enraged, Hong's boss informs the INS and has him deported back to Fujian.
Back home, Hong again takes up his old habits, wandering around the town, unemployed and listless. At the same time, he attempts to find romance with a traveling opera performer, Wu Ruifang. Eventually he hears that the child he fathered in the United States is coming to Fujian. Desiring to see the child he has never known, Hong and his boss argue until eventually Hong takes desperate measures and kidnaps the boy.",drama
93,"Fumiko Hayashi (Hideko Takamine) is a young woman who cannot find a decent job and has been dumped by her boyfriend; she writes on the side. Fumiko’s friends tell her that her writing about her life in poverty is excellent and impressive, but no publishing company will buy her autobiographic novel. She continues working as a bar girl and a factory worker and gets together with another aspiring writer, Fukuchi (Akira Takarada), who has also been struggling to sell his work. Despite the fact that she does all she can for him and cares for him while he suffers from tuberculosis, he abuses her verbally and eventually physically. She walks out of him, returns, and then walks out again. Yasuoka (Daisuke Katō), a warm-hearted and hard-working man, helps Fumiko in every way possible and asks for her hand, but she rejects his proposal—to Fumiko, Yasuoka is more of a friend than a lover. After these struggles, the film ends with her literary success.",drama
94,"Wealthy Rajiv Sinha and middle class Amar Saxena are childhood friends with similar likes. Coincidentally they fall in love with the same girl Seema. Rajiv somehow persuades Amar to marry a girl being brought up badly, Amar is adamant and he marries Sapna. But soon he comes to know it was Rajiv's way of separating him and Seema. They become bitter enemies. Soon Rajiv is charged with killing a girl. Amar, who is now a lawyer decides to teach Rajiv a lesson.",drama
95,"At a midwestern college in 1951, student Mary Crawford has the combined good and bad fortune to meet Andy Schmidt, a remarkably conceited young man who is convinced that he is tremendously talented and has every intention of becoming a star. Andy is so obnoxious, he wants Mary to marry him fast before he becomes too famous to give her a second look. She can't resist him, try as she might. Mary takes her new boyfriend home to Columbus, Ohio, to meet her strait-laced parents. Andy proceeds to annoy them in every possible way, hugging them, calling them ""Tom and Mom,"" interrupting dinner to do a series of impressions, thoroughly ruining the visit.
""Oh, God, why him?"" Mary rhetorically asks. Nevertheless, she elopes to a justice of the peace, marries Andy and moves with him to New York City, where he is certain Broadway or the movies will beckon within a matter of weeks. Half a year passes and Andy gets nowhere. His ego isn't bruised and he remains his same insufferable self. Mary takes an office job to support them. She gets pregnant and still loves her husband, but her parents are terribly worried for Mary and she has to ask them for money because Andy isn't making any.
Andy does manage to make a friend, Milton Miller, a little person with a big ego. Milton might not look like a ladies' man, but he definitely is, as he tries to prove to everybody, even Mary's mom. Milton is a struggling actor himself. He points out to Andy a way to make a few bucks: ""I wrestle sometimes."" Out of inspiration or desperation, Andy tries his hand at a new occupation: professional wrestling. He doesn't have the build for it, but by behaving and dressing in the manner of a Gorgeous George-type, he creates a character known as ""The Lover"" who drives both opponents and audiences crazy. At last, Andy has thousands of fans, even if they're not the kind he had in mind.",comedy
96,"The movie is about the love between a Tamil man, Vasu (Kamal Haasan), and a North Indian woman, Sapna (Rati Agnihotri), who are neighbours in Goa. They come from totally different backgrounds and can hardly speak the other's language. Their parents despise each other and they have regular skirmishes. When Vasu and Sapna admit their love, there is chaos in their homes, and their parents reject the idea.
As a ploy to separate the lovers, their parents impose a condition that Vasu and Sapna should stay away from each other for a year. After such a period, if they still want to be together, they can get married. During the year there should be no contact between them whatsoever. Vasu and Sapna reluctantly agree to the condition and decide to separate.
Vasu moves to Hyderabad, and they both initially suffer due to the separation. Vasu then meets Sandhya (Madhavi), a widow who teaches him Hindi. Meanwhile, Sapna's mother brings a family friend's son, Chakram (Rakesh Bedi), to Goa to distract Sapna from to Vasu, but she is not impressed. At a chance meeting in Mangalore, Chakram lies to Vasu that Sapna has agreed to marry him. Vasu is upset and decides to marry Sandhya on the rebound. However, Sandhya comes to know of Vasu's real love and goes to Goa to know the exact situation and to clear the misunderstanding between the lovers.
Vasu then returns to Goa and impresses Sapna's parents with his Hindi. When Vasu goes to meet Sapna he is attacked by a group of goons hired by Sandhya's brother (Raza Murad). Meanwhile, Sapna is raped by a librarian (Sunil Thapa) at a temple and is left to die. The movie ends tragically when Vasu and Sapna commit suicide by jumping off a cliff.",drama
97,"In a prologue, pompous film director Eric Von Leppe (Paul Bartel) is shooting a skydiving sequence for low-budget Miracle Pictures in which an actress is killed. Candy Wednesday (Candice Rialson) arrives in Los Angeles to make it as an actor. She gets an agent, Walter Paisley (Dick Miller), but struggles to find work until she inadvertently gets involved in a bank robbery as a getaway driver. This gets her a job for Miracle Pictures as a stunt driver. She meets Eric Von Leppe, temperamental starlet Mary McQueen (Mary Woronov), sleazy producer PG (Roger Doran) and friendly scriptwriter, Pat (Jeffrey Kramer). Candy and Pat fall in love and she starts to get work as an actor, becoming friends with fellow starlets Bobbi (Rita George) and Jill (Tara Strohmeier).
Everyone goes to the Philippines to make a movie, Machete Maidens of Mora Tau, starring Candy, Mary, Bobbi and Jill. Candy has to play a character who is raped which upsets her. Later on during the shoot, Jill, Bobbi and PG have a threesome. During the filming of a battle sequence, Jill is shot dead by an unseen attacker.
Back in the US, Candy, Walter and Pat all go to see Machete Maidens at a local drive in, where the projectionist tries to rape Candy but she is rescued by Walter. While shooting a chase scene in a science fiction film, Mary, Candy and Bobbi are almost killed in a car accident. Bobbi is called back to the studio late at night and is stabbed to death.
Candy begins to suspect Patrick is the killer. But it turns out the real culprit is Mary. She tries to kill Candy at the Hollywood Sign but it falls on her and crushes her to death. Candy is reunited with Pat and becomes a film star.",comedy
98,"Dr Richard Hare is a recently graduated medical intern at St Swithins Hospital. When his new romantic interest, nurse Sally Nightingale, suddenly leaves the hospital, he is devastated. He also leaves after being offered a job in private practice. But when his senior partner, Dr Cardew, has to visit California for a few months, Hare is left in charge. Dr Nicola Barrington joins the practice and Hare is suddenly in love again.
The romance doesn't go well, especially when Sally re-appears and takes the job of practice secretary. Nicola is hurt and stalks off. She is replaced by Dr Tony Burke who proceeds to airily order expensive equipment that the practice cannot afford.
Hare struggles through various comedic and other complications, mainly steming from Burke's amorous attentions to female patients.
After enlisting Sir Lancelot Spratt's assistance to save a young dying boy, he diagnoses Spratt with appendicitis and decides to operate, despite Spratt's loud objections. He objects even more when Dr Burke fills in at the last moment as the anaesthetist. Despite Spratt's vociforous protestations, the operation is a success.
Hare in reunited with Nicola and returns to St Swithins.[2]",comedy
99,"On a brief trip back to London, earnest, bookish bacteriologist Walter Fane (Edward Norton) is dazzled by Kitty Garstin (Naomi Watts), a vain London socialite. He proposes; she accepts (""only to get as far away from [her] mother as possible""), and the couple honeymoon in Venice. They travel on to Walter's medical post in Shanghai, where he is stationed in a government lab studying infectious diseases. They find themselves ill-suited, with Kitty much more interested in parties and the social life of the British expatriates.
Kitty meets Charles Townsend (Liev Schreiber), a married British vice consul, and the two engage in a clandestine affair. When Walter discovers his wife's infidelity, he seeks to punish her by threatening to divorce her on the grounds of adultery, if she doesn't accompany him to a small village in a remote area of China. He has volunteered to treat victims of an unchecked cholera epidemic sweeping through the area. Kitty begs to be allowed to divorce him quietly, but he refuses, stating ""Why should I put myself through the smallest trouble for you?"" She hopes Townsend will leave his wife Dorothy and marry her. When she proposes this possibility to Charles, he declines to accept, despite earlier claiming to love Kitty.
She is compelled to travel to the mountainous inland region with her husband. They embark upon an arduous, two-week-long overland journey, which would be considerably faster and much easier if they traveled by river, but Walter is determined to make Kitty as unhappy and uncomfortable as possible. Upon their arrival in Mei-tan-fu, she is distressed to discover they will be living in near-squalor, far removed from everyone except their cheerful neighbor Waddington, a British deputy commissioner living with Wan Xi (Lu Yan), a young Chinese woman, in relative opulence.
Walter and Kitty barely speak to each other and, except for a cook and a Chinese soldier assigned to guard her, she is alone for long hours. After visiting an orphanage run by a group of French nuns, Kitty volunteers her services, and she is assigned to work in the music room. She is surprised to learn from the Mother Superior that her husband loves children, especially babies. In this setting, she begins to see him in a new light as she learns what a selfless and caring person he can be. When he sees her with the children, he in turn realizes she is not the shallow, selfish person he thought her to be. As Walter's anger and Kitty's unhappiness subside, their marriage begins to blossom in the midst of the epidemic crisis. She soon learns she is pregnant, but is unsure who the father is. Walter – in love with Kitty again – assures her it doesn't matter.
The cholera epidemic takes many victims. As Walter and the locals are starting to get it under control, due to his importation of clean water through a system of aqueducts (as the local people did not understand water-borne infectious disease[3][better source needed]) cholera-carrying refugees from elsewhere pour into the area, forcing Walter to set up a camp outside town. He contracts the disease and Kitty lovingly nurses him, but he dies, and she is devastated. Bereft and pregnant, she leaves China.
Five years later, Kitty appears well-dressed and happy in London shopping with her young son Walter. They meet Townsend by chance on the street, and he suggests that Kitty meet with him. Asking young Walter his age, he realizes from the reply that he might be the boy's father. Kitty rejects his overtures and walks away. When her son asks who Townsend is, she replies ""No one important, darling"".",drama
100,"The first half of the film is set at Benedict Boys Home. Jesse Tucker (Jamie Walters) and his four friends live and toil with other guys under strict guidance of Eugene who has a lovely daughter Sara (Heather Graham). They have a music teacher Jack Cabe (John Travolta) who is into rock and roll and teaches them the same, much to the irritation of Eugene who wants to fire him but let him after a warning, Jack then tells them to somehow arrange a radio and listen to the show Midnight Rider. Jesse bets with the guys that he would have sex with Sara, but instead falls in love with her.
They go to the club where they see people enjoying rock n roll to the hilt and Jesse gets inspired and gives an impressive performance on stage. Jack Cabe gets into an altercation with the town sheriff, who is miffed with the wayward ways of his and decides to find the truth about his past.
At school Jesse and his friends come in touch with the girls while attending a lecture on the polluting effects of modern music and television. One of the guys who is attracted to Sara tells her about the bet. After her initial anger she is won over by Jesse by his honest demeanor and truth.
Jack Cabe is discovered to be a murderer on the run and flees on seeing cops at his place. Jesse steals Eugene's car and goes to Jack where he confides about an accidental murder that happened defending his colored friend in a club where they were invited to give Rock 'N' Roll performance. Jesse asks him to stop running, but Jack asks him to shut up and turns him away.
Jesse returns to the boys home. He does all he can to survive there, including Sara to keep himself out of trouble with her dad.
At a fair where Benedict's Boys band was asked to play, they begin with usual music, but on seeing Jack surrendering, Jesse mans up and starts playing rock n roll much to the delight of young people who respond immediately and dance while inviting disapproving gestures from elders. The last scene where Eugene is shown unsuccessfully trying to stop the band while his daughter rises up with joy ready to resume her relationship with Jesse.",drama
101,"U.S. Army private Jerry Walker is in hot water with his sweetheart, Winnie Porter, for putting off their wedding, and with his superiors on the base after crashing a Jeep.
To raise money to pay for the damages and avoid six months of guard duty, Jerry accepts a $300 proposal from three matronly women, Cornelia, Nancy and Maggie, to arrange dates for them with young soldiers. Jerry ropes his pals Barney and Frankie into it, then scrambles when they try to squirm out of it.
Winnie, meantime, figures out Jerry is up to something. She shows up with the girlfriends of Barney and Frankie, after which everybody takes turns trying to make the others jealous. Jerry finally flees, only to end up hooked by a German submarine. He ends up in the brig, but it's a year later and Winnie, now his wife, comes to visit along with their baby.",comedy
102,"In this philosophical coming-of-age film, an aging Julius Caesar takes possession of the Egyptian capital city of Alexandria, and tries to resolve a feud between young Princess Cleopatra and her younger brother Ptolemy. During the resulting sometimes-murderous court intrigues, Caesar develops a special relationship with Cleopatra, and teaches her how to use her royal power.",drama
103,"The film begins in September 1939 shortly before World War II begins. Alf Garnett, a dockyard worker, and his wife Else have been married for only a few weeks, and are already weary of one another. Alf gets called up for military duty but is turned down because he's in a reserved occupation. The film depicts their lives during the London Blitz. Else eventually gets pregnant to Alf and Else's shock, and they have a baby daughter, Rita, in 1942. The war ends in 1945 with a huge street party and Alf, characteristically, gets drunk.
Midway through the film it advances from the end of World War II to the 1966 General Election. Rita is now a young woman and engaged to Mike Rawlins, a long-haired layabout from Liverpool. Alf dislikes him because of his support for the Labour Party. Mike and Rita marry in a Catholic church, further angering Alf. At the wedding supper he fights with Mike's family. But Alf and Mike grow a bit closer, attending the 1966 World Cup final together.
The film ends in 1968 with the family moving to a new tower block in Essex after their East End neighbourhood street is demolished.",comedy
104,"On June 27, 1976, four terrorists belonging to a splinter group of the Popular Front for the Liberation of Palestine under the orders of Wadie Haddad boarded and hijacked an Air France Airbus A300 in Athens, Greece.
With the permission of President Idi Amin (Julius Harris), the terrorists divert the airliner and its hostages to Entebbe Airport in Uganda. [Note 2] After identifying Israeli passengers, the non-Jewish passengers are freed while a series of demands are made, including the release of 40 Palestinian militants held in Israel, in exchange for the hostages.
The Cabinet of Israel, led by Prime Minister Yitzhak Rabin (Anthony Hopkins), unwilling to give in to terrorist demands, plans a top-secret military raid. This commando operation, military code name: ""Operation Thunderbolt"", will be carried out over 2,500 miles (4,000 km) from home and will take place on the Jewish Sabbath.
While still negotiating with the terrorists, who now numbered seven individuals, the Israeli military prepared two Lockheed C-130 Hercules transports for the raid. The transports refuelled in Kenya before landing at Entebbe Airport under the cover of darkness. The commandos led by Brigadier General Dan Shomron (Harris Yulin) had to contend with a large armed Ugandan military detachment and used a ruse to overcome the defenses. A black Mercedes limousine had been carried on board and was used to fool sentries that it was the official car which President Amin used on an impromptu visit to the airport.
Nearly complete surprise was achieved but a firefight resulted, ending with all seven terrorists and 45 Ugandan soldiers killed. The hostages were gathered together and most were quickly put on the idling C-130 aircraft. During the raid, one commando (the breach unit commander Yonatan Netanyahu (Richard Dreyfuss), brother of future Prime Minister Benjamin Netanyahu), and three of the hostages, died. [Note 3]
With 102 hostages aboard and on their way to freedom, a group of Israeli commandos remained behind to destroy the Ugandan Air Force MiG-17 and MiG-21 fighters to prevent a retaliation. All the survivors of the attack force then joined in flying back to Israel via Nairobi and Sharm El Sheikh.",drama
105,"Judge Hardy (Lewis Stone) has been appointed chairman of a special committee in Washington, DC. The Judge's daughter Marian (Cecilia Parker) is intoxicated by Washington's social life, while son Andy (Mickey Rooney) falls for a pretty daughter of a French diplomat. Thus, the judge is obliged to juggle his committee duties with his efforts to keep his children from making fools of themselves.[2]",comedy
106,"A father and his son Aleksei live together in a roof-top apartment in an unidentified seaside city. The Father is a veteran and Aleksei attends military school to study medicine. They have lived alone for years in their own private world. Sometimes they seem like brothers. Sometimes even like lovers. Despite knowing that all sons must one day live their own lives, Aleksei is conflicted. The father knows he should accept a better job in another city, perhaps search for a new wife.
The film begins by showing The Father comforting his son Aleksei, who just has a nightmare. Following in his father's path, Aleksei attends military school. He likes sports, tends to be irresponsible and has problems with his girlfriend, who is jealous of Aleksei's close relationship with his father. Eventually she breaks up with him. During the weekend, Fyodor comes visiting the Father, who served with his own father in the army, to investigate the mysterious disappearance of the latter. Fyodor revealed to Aleksei that he also visited the previous night, but The Father did not tell Aleksei about it. Aleksei showed Fyodor around the city and went for a tram ride, and Fyodor decides to go to the train station alone and parts with Aleksei. Afterward, Aleksei goes visiting his ex-girlfriend at her place, telling her that he had a dream about them having a baby together. The film ends with The Father being alone on the rooftop covered with snow.",drama
